,org:group,concept:instance,org:resource,concept:name,time:timestamp,lifecycle:transition,case:startdate,case:responsible,case:enddate_planned,case:department,case:group,case:concept:name,case:deadline,case:channel,case:enddate
3891,Group 15,task-13073,Resource23,T07-2 Draft intern advice aspect 2,2011-02-18 13:52:21.237000+01:00,complete,2011-02-09 01:06:40.010000+01:00,Resource23,2011-04-06 01:06:40.020000+02:00,General,,case-6028,2011-04-06 01:06:40+02:00,Internet,2011-08-29 11:59:25.489000+02:00
3892,Group 13,task-13072,Resource23,T07-1 Draft intern advice aspect 1,2011-02-18 13:52:54.812000+01:00,complete,2011-02-09 01:06:40.010000+01:00,Resource23,2011-04-06 01:06:40.020000+02:00,General,,case-6028,2011-04-06 01:06:40+02:00,Internet,2011-08-29 11:59:25.489000+02:00
3893,Group 1,task-13074,Resource23,T06 Determine necessity of stop advice,2011-02-18 13:53:41.779000+01:00,complete,2011-02-09 01:06:40.010000+01:00,Resource23,2011-04-06 01:06:40.020000+02:00,General,,case-6028,2011-04-06 01:06:40+02:00,Internet,2011-08-29 11:59:25.489000+02:00
3894,Group 1,task-13075,Resource23,T10 Determine necessity to stop indication,2011-02-18 13:54:00.377000+01:00,complete,2011-02-09 01:06:40.010000+01:00,Resource23,2011-04-06 01:06:40.020000+02:00,General,,case-6028,2011-04-06 01:06:40+02:00,Internet,2011-08-29 11:59:25.489000+02:00
3895,Group 4,task-13062,Resource10,T02 Check confirmation of receipt,2011-02-21 08:30:46.099000+01:00,complete,2011-02-09 01:06:40.010000+01:00,Resource23,2011-04-06 01:06:40.020000+02:00,General,,case-6028,2011-04-06 01:06:40+02:00,Internet,2011-08-29 11:59:25.489000+02:00
3896,Group 3,task-13218,Resource10,T04 Determine confirmation of receipt,2011-02-21 08:31:01.425000+01:00,complete,2011-02-09 01:06:40.010000+01:00,Resource23,2011-04-06 01:06:40.020000+02:00,General,,case-6028,2011-04-06 01:06:40+02:00,Internet,2011-08-29 11:59:25.489000+02:00
3897,Group 2,task-13219,admin1,T05 Print and send confirmation of receipt,2011-02-22 15:42:12.080000+01:00,complete,2011-02-09 01:06:40.010000+01:00,Resource23,2011-04-06 01:06:40.020000+02:00,General,,case-6028,2011-04-06 01:06:40+02:00,Internet,2011-08-29 11:59:25.489000+02:00
3898,EMPTY,task-12641,Resource01,Confirmation of receipt,2011-02-22 13:54:08.256000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6032,2011-04-13 00:00:00+02:00,Internet,2011-04-12 07:30:39.271000+02:00
3899,Group 4,task-13627,Resource01,T02 Check confirmation of receipt,2011-02-22 13:54:22.951000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6032,2011-04-13 00:00:00+02:00,Internet,2011-04-12 07:30:39.271000+02:00
3900,Group 3,task-13629,Resource01,T04 Determine confirmation of receipt,2011-02-22 13:54:39.175000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6032,2011-04-13 00:00:00+02:00,Internet,2011-04-12 07:30:39.271000+02:00
3901,Group 2,task-13630,Resource01,T05 Print and send confirmation of receipt,2011-02-22 13:54:49.009000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6032,2011-04-13 00:00:00+02:00,Internet,2011-04-12 07:30:39.271000+02:00
3902,Group 1,task-13628,Resource01,T06 Determine necessity of stop advice,2011-02-22 13:54:59.636000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6032,2011-04-13 00:00:00+02:00,Internet,2011-04-12 07:30:39.271000+02:00
3903,Group 1,task-13631,Resource01,T10 Determine necessity to stop indication,2011-02-22 13:55:31.584000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6032,2011-04-13 00:00:00+02:00,Internet,2011-04-12 07:30:39.271000+02:00
3904,EMPTY,task-12649,Resource01,Confirmation of receipt,2011-02-22 14:38:33.075000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource11,2011-04-13 00:00:00.020000+02:00,General,,case-6034,2011-04-13 00:00:00+02:00,Internet,2011-04-04 08:38:31.554000+02:00
3905,Group 4,task-13672,Resource01,T02 Check confirmation of receipt,2011-02-22 14:39:59.146000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource11,2011-04-13 00:00:00.020000+02:00,General,,case-6034,2011-04-13 00:00:00+02:00,Internet,2011-04-04 08:38:31.554000+02:00
3906,Group 3,task-13674,Resource01,T04 Determine confirmation of receipt,2011-02-22 14:40:13.046000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource11,2011-04-13 00:00:00.020000+02:00,General,,case-6034,2011-04-13 00:00:00+02:00,Internet,2011-04-04 08:38:31.554000+02:00
3907,Group 2,task-13675,Resource01,T05 Print and send confirmation of receipt,2011-02-22 14:40:24.815000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource11,2011-04-13 00:00:00.020000+02:00,General,,case-6034,2011-04-13 00:00:00+02:00,Internet,2011-04-04 08:38:31.554000+02:00
3908,Group 1,task-13673,Resource01,T06 Determine necessity of stop advice,2011-02-22 14:40:34.911000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource11,2011-04-13 00:00:00.020000+02:00,General,,case-6034,2011-04-13 00:00:00+02:00,Internet,2011-04-04 08:38:31.554000+02:00
3909,Group 1,task-13676,Resource01,T10 Determine necessity to stop indication,2011-02-22 14:40:49.472000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource11,2011-04-13 00:00:00.020000+02:00,General,,case-6034,2011-04-13 00:00:00+02:00,Internet,2011-04-04 08:38:31.554000+02:00
3910,EMPTY,task-12655,Resource01,Confirmation of receipt,2011-02-22 14:09:48.369000+01:00,complete,2011-02-15 00:00:00.010000+01:00,Resource11,2011-04-12 00:00:00.020000+02:00,General,,case-6036,2011-04-12 00:00:00+02:00,Internet,2011-04-04 08:46:19.676000+02:00
3911,Group 4,task-13648,Resource01,T02 Check confirmation of receipt,2011-02-22 14:10:02.010000+01:00,complete,2011-02-15 00:00:00.010000+01:00,Resource11,2011-04-12 00:00:00.020000+02:00,General,,case-6036,2011-04-12 00:00:00+02:00,Internet,2011-04-04 08:46:19.676000+02:00
3912,Group 3,task-13650,Resource01,T04 Determine confirmation of receipt,2011-02-22 14:10:19.024000+01:00,complete,2011-02-15 00:00:00.010000+01:00,Resource11,2011-04-12 00:00:00.020000+02:00,General,,case-6036,2011-04-12 00:00:00+02:00,Internet,2011-04-04 08:46:19.676000+02:00
3913,Group 2,task-13651,Resource01,T05 Print and send confirmation of receipt,2011-02-22 14:10:28.732000+01:00,complete,2011-02-15 00:00:00.010000+01:00,Resource11,2011-04-12 00:00:00.020000+02:00,General,,case-6036,2011-04-12 00:00:00+02:00,Internet,2011-04-04 08:46:19.676000+02:00
3914,Group 1,task-13649,Resource01,T06 Determine necessity of stop advice,2011-02-22 14:10:39.921000+01:00,complete,2011-02-15 00:00:00.010000+01:00,Resource11,2011-04-12 00:00:00.020000+02:00,General,,case-6036,2011-04-12 00:00:00+02:00,Internet,2011-04-04 08:46:19.676000+02:00
3915,Group 1,task-13652,Resource01,T10 Determine necessity to stop indication,2011-02-22 14:10:55.059000+01:00,complete,2011-02-15 00:00:00.010000+01:00,Resource11,2011-04-12 00:00:00.020000+02:00,General,,case-6036,2011-04-12 00:00:00+02:00,Internet,2011-04-04 08:46:19.676000+02:00
3916,EMPTY,task-12910,Resource01,Confirmation of receipt,2011-02-22 11:08:27.138000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource11,2011-04-13 01:06:40.020000+02:00,General,,case-6055,2011-04-14 01:06:40+02:00,Internet,2011-04-04 13:11:59.089000+02:00
3917,Group 4,task-13498,Resource01,T02 Check confirmation of receipt,2011-02-22 11:08:48.079000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource11,2011-04-13 01:06:40.020000+02:00,General,,case-6055,2011-04-14 01:06:40+02:00,Internet,2011-04-04 13:11:59.089000+02:00
3918,Group 3,task-13500,Resource01,T04 Determine confirmation of receipt,2011-02-22 11:09:02.605000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource11,2011-04-13 01:06:40.020000+02:00,General,,case-6055,2011-04-14 01:06:40+02:00,Internet,2011-04-04 13:11:59.089000+02:00
3919,Group 2,task-13501,Resource01,T05 Print and send confirmation of receipt,2011-02-22 11:09:15.119000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource11,2011-04-13 01:06:40.020000+02:00,General,,case-6055,2011-04-14 01:06:40+02:00,Internet,2011-04-04 13:11:59.089000+02:00
3920,Group 1,task-13499,Resource01,T06 Determine necessity of stop advice,2011-02-22 11:09:25.958000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource11,2011-04-13 01:06:40.020000+02:00,General,,case-6055,2011-04-14 01:06:40+02:00,Internet,2011-04-04 13:11:59.089000+02:00
3921,Group 1,task-13502,Resource01,T10 Determine necessity to stop indication,2011-02-22 11:09:42.816000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource11,2011-04-13 01:06:40.020000+02:00,General,,case-6055,2011-04-14 01:06:40+02:00,Internet,2011-04-04 13:11:59.089000+02:00
3922,EMPTY,task-12925,Resource14,Confirmation of receipt,2011-03-16 14:21:26.788000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource14,2011-04-13 01:06:40.020000+02:00,General,,case-6056,2011-04-13 01:06:40+02:00,Internet,2011-05-31 14:41:22.033000+02:00
3923,Group 1,task-16469,Resource14,T06 Determine necessity of stop advice,2011-03-16 14:28:24.821000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource14,2011-04-13 01:06:40.020000+02:00,General,,case-6056,2011-04-13 01:06:40+02:00,Internet,2011-05-31 14:41:22.033000+02:00
3924,Group 1,task-16479,Resource14,T10 Determine necessity to stop indication,2011-03-16 14:28:46.788000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource14,2011-04-13 01:06:40.020000+02:00,General,,case-6056,2011-04-13 01:06:40+02:00,Internet,2011-05-31 14:41:22.033000+02:00
3925,EMPTY,task-16468,Resource14,T02 Check confirmation of receipt,2011-03-21 11:40:46.087000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource14,2011-04-13 01:06:40.020000+02:00,General,,case-6056,2011-04-13 01:06:40+02:00,Internet,2011-05-31 14:41:22.033000+02:00
3926,Group 3,task-16939,Resource14,T04 Determine confirmation of receipt,2011-03-21 11:42:07.701000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource14,2011-04-13 01:06:40.020000+02:00,General,,case-6056,2011-04-13 01:06:40+02:00,Internet,2011-05-31 14:41:22.033000+02:00
3927,Group 2,task-16940,admin1,T05 Print and send confirmation of receipt,2011-03-22 14:29:14.386000+01:00,complete,2011-02-16 01:06:40.010000+01:00,Resource14,2011-04-13 01:06:40.020000+02:00,General,,case-6056,2011-04-13 01:06:40+02:00,Internet,2011-05-31 14:41:22.033000+02:00
3928,EMPTY,task-12969,Resource07,Confirmation of receipt,2011-02-25 08:35:57.643000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6068,2011-04-13 00:00:00+02:00,Internet,2011-02-25 11:11:42.522000+01:00
3929,Group 4,task-14166,Resource07,T02 Check confirmation of receipt,2011-02-25 08:36:14.984000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6068,2011-04-13 00:00:00+02:00,Internet,2011-02-25 11:11:42.522000+01:00
3930,Group 3,task-14168,Resource07,T04 Determine confirmation of receipt,2011-02-25 08:36:33.624000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6068,2011-04-13 00:00:00+02:00,Internet,2011-02-25 11:11:42.522000+01:00
3931,Group 2,task-14169,Resource07,T05 Print and send confirmation of receipt,2011-02-25 08:36:50.332000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6068,2011-04-13 00:00:00+02:00,Internet,2011-02-25 11:11:42.522000+01:00
3932,Group 1,task-14167,Resource07,T06 Determine necessity of stop advice,2011-02-25 08:37:04.785000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6068,2011-04-13 00:00:00+02:00,Internet,2011-02-25 11:11:42.522000+01:00
3933,Group 1,task-14170,Resource07,T10 Determine necessity to stop indication,2011-02-25 08:37:27.287000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6068,2011-04-13 00:00:00+02:00,Internet,2011-02-25 11:11:42.522000+01:00
3934,EMPTY,task-12978,Resource07,Confirmation of receipt,2011-02-25 08:30:18.153000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6069,2011-04-13 00:00:00+02:00,Internet,2011-03-04 00:00:00.010000+01:00
3935,Group 4,task-14161,Resource07,T02 Check confirmation of receipt,2011-02-25 08:30:32.837000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6069,2011-04-13 00:00:00+02:00,Internet,2011-03-04 00:00:00.010000+01:00
3936,Group 3,task-14163,Resource07,T04 Determine confirmation of receipt,2011-02-25 08:30:46.492000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6069,2011-04-13 00:00:00+02:00,Internet,2011-03-04 00:00:00.010000+01:00
3937,Group 2,task-14164,Resource07,T05 Print and send confirmation of receipt,2011-02-25 08:30:57.246000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6069,2011-04-13 00:00:00+02:00,Internet,2011-03-04 00:00:00.010000+01:00
3938,Group 1,task-14162,Resource07,T06 Determine necessity of stop advice,2011-02-25 08:31:19.584000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6069,2011-04-13 00:00:00+02:00,Internet,2011-03-04 00:00:00.010000+01:00
3939,Group 1,task-14165,Resource07,T10 Determine necessity to stop indication,2011-02-25 09:06:13.365000+01:00,complete,2011-02-16 00:00:00.010000+01:00,Resource07,2011-04-13 00:00:00.020000+02:00,General,,case-6069,2011-04-13 00:00:00+02:00,Internet,2011-03-04 00:00:00.010000+01:00
3940,EMPTY,task-12988,Resource02,Confirmation of receipt,2011-02-23 12:21:43.483000+01:00,complete,2011-02-17 00:00:00.010000+01:00,Resource02,2011-04-14 00:00:00.020000+02:00,General,,case-6070,2011-04-14 00:00:00+02:00,Internet,2011-03-09 14:40:03.533000+01:00
3941,Group 4,task-13853,Resource02,T02 Check confirmation of receipt,2011-02-23 12:22:41.433000+01:00,complete,2011-02-17 00:00:00.010000+01:00,Resource02,2011-04-14 00:00:00.020000+02:00,General,,case-6070,2011-04-14 00:00:00+02:00,Internet,2011-03-09 14:40:03.533000+01:00
3942,Group 1,task-13854,Resource02,T06 Determine necessity of stop advice,2011-02-23 12:23:23.308000+01:00,complete,2011-02-17 00:00:00.010000+01:00,Resource02,2011-04-14 00:00:00.020000+02:00,General,,case-6070,2011-04-14 00:00:00+02:00,Internet,2011-03-09 14:40:03.533000+01:00
3943,EMPTY,task-13855,Resource19,T04 Determine confirmation of receipt,2011-02-28 08:35:24.034000+01:00,complete,2011-02-17 00:00:00.010000+01:00,Resource02,2011-04-14 00:00:00.020000+02:00,General,,case-6070,2011-04-14 00:00:00+02:00,Internet,2011-03-09 14:40:03.533000+01:00
3944,Group 2,task-14332,admin1,T05 Print and send confirmation of receipt,2011-03-01 09:41:41.624000+01:00,complete,2011-02-17 00:00:00.010000+01:00,Resource02,2011-04-14 00:00:00.020000+02:00,General,,case-6070,2011-04-14 00:00:00+02:00,Internet,2011-03-09 14:40:03.533000+01:00
3945,Group 1,task-13856,Resource02,T10 Determine necessity to stop indication,2011-03-09 14:13:26.588000+01:00,complete,2011-02-17 00:00:00.010000+01:00,Resource02,2011-04-14 00:00:00.020000+02:00,General,,case-6070,2011-04-14 00:00:00+02:00,Internet,2011-03-09 14:40:03.533000+01:00
3946,Group 1,task-15636,Resource02,T11 Create document X request unlicensed,2011-03-09 14:39:16.401000+01:00,complete,2011-02-17 00:00:00.010000+01:00,Resource02,2011-04-14 00:00:00.020000+02:00,General,,case-6070,2011-04-14 00:00:00+02:00,Internet,2011-03-09 14:40:03.533000+01:00
3947,Group 4,task-15639,Resource02,T12 Check document X request unlicensed,2011-03-09 14:39:31.110000+01:00,complete,2011-02-17 00:00:00.010000+01:00,Resource02,2011-04-14 00:00:00.020000+02:00,General,,case-6070,2011-04-14 00:00:00+02:00,Internet,2011-03-09 14:40:03.533000+01:00
3948,Group 3,task-15641,Resource02,T14 Determine document X request unlicensed,2011-03-09 14:39:45.537000+01:00,complete,2011-02-17 00:00:00.010000+01:00,Resource02,2011-04-14 00:00:00.020000+02:00,General,,case-6070,2011-04-14 00:00:00+02:00,Internet,2011-03-09 14:40:03.533000+01:00
3949,Group 2,task-15642,Resource02,T15 Print document X request unlicensed,2011-03-09 14:40:03.379000+01:00,complete,2011-02-17 00:00:00.010000+01:00,Resource02,2011-04-14 00:00:00.020000+02:00,General,,case-6070,2011-04-14 00:00:00+02:00,Internet,2011-03-09 14:40:03.533000+01:00
3950,EMPTY,task-13007,admin2,Confirmation of receipt,2011-04-15 10:48:39.224000+02:00,complete,2011-02-17 00:00:00.010000+01:00,Resource09,2011-04-14 00:00:00.020000+02:00,General,,case-6071,2011-04-14 00:00:00+02:00,Internet,2011-04-15 10:48:38.110000+02:00
3951,EMPTY,task-13141,Resource08,Confirmation of receipt,2011-03-01 10:50:41.841000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource08,2011-04-11 00:00:00.020000+02:00,General,,case-6078,2011-04-11 00:00:00+02:00,Desk,2011-04-11 15:03:39.275000+02:00
3952,EMPTY,task-14694,Resource08,T02 Check confirmation of receipt,2011-03-01 10:51:48.724000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource08,2011-04-11 00:00:00.020000+02:00,General,,case-6078,2011-04-11 00:00:00+02:00,Desk,2011-04-11 15:03:39.275000+02:00
3953,EMPTY,task-14696,admin3,T04 Determine confirmation of receipt,2011-03-02 08:58:25.690000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource08,2011-04-11 00:00:00.020000+02:00,General,,case-6078,2011-04-11 00:00:00+02:00,Desk,2011-04-11 15:03:39.275000+02:00
3954,Group 2,task-14856,admin1,T05 Print and send confirmation of receipt,2011-03-02 14:23:33.253000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource08,2011-04-11 00:00:00.020000+02:00,General,,case-6078,2011-04-11 00:00:00+02:00,Desk,2011-04-11 15:03:39.275000+02:00
3955,Group 1,task-14695,Resource08,T06 Determine necessity of stop advice,2011-03-15 15:35:06.940000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource08,2011-04-11 00:00:00.020000+02:00,General,,case-6078,2011-04-11 00:00:00+02:00,Desk,2011-04-11 15:03:39.275000+02:00
3956,Group 1,task-16216,Resource08,T10 Determine necessity to stop indication,2011-03-15 15:35:24.673000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource08,2011-04-11 00:00:00.020000+02:00,General,,case-6078,2011-04-11 00:00:00+02:00,Desk,2011-04-11 15:03:39.275000+02:00
3957,EMPTY,task-13146,Resource14,Confirmation of receipt,2011-08-24 10:34:05.988000+02:00,complete,2011-02-15 01:06:40.010000+01:00,Resource14,2011-04-12 01:06:40.020000+02:00,General,,case-6080,2011-04-12 01:06:40+02:00,Desk,2011-08-30 15:42:21.722000+02:00
3958,Group 4,task-37017,Resource14,T02 Check confirmation of receipt,2011-08-24 10:34:33.983000+02:00,complete,2011-02-15 01:06:40.010000+01:00,Resource14,2011-04-12 01:06:40.020000+02:00,General,,case-6080,2011-04-12 01:06:40+02:00,Desk,2011-08-30 15:42:21.722000+02:00
3959,Group 3,task-37020,Resource14,T04 Determine confirmation of receipt,2011-08-24 10:34:55.136000+02:00,complete,2011-02-15 01:06:40.010000+01:00,Resource14,2011-04-12 01:06:40.020000+02:00,General,,case-6080,2011-04-12 01:06:40+02:00,Desk,2011-08-30 15:42:21.722000+02:00
3960,Group 2,task-37021,Resource14,T05 Print and send confirmation of receipt,2011-08-24 10:35:17.321000+02:00,complete,2011-02-15 01:06:40.010000+01:00,Resource14,2011-04-12 01:06:40.020000+02:00,General,,case-6080,2011-04-12 01:06:40+02:00,Desk,2011-08-30 15:42:21.722000+02:00
3961,Group 1,task-37018,Resource14,T06 Determine necessity of stop advice,2011-08-24 10:37:39.051000+02:00,complete,2011-02-15 01:06:40.010000+01:00,Resource14,2011-04-12 01:06:40.020000+02:00,General,,case-6080,2011-04-12 01:06:40+02:00,Desk,2011-08-30 15:42:21.722000+02:00
